Nationality ,FIFA Ranking ,National Team Kit Sponsor,Position,National Team Jersey Number,Player DOB,Club ,Player Name , Appearances,Goals Scored ,Assists Provided ,Dribbles per 90,Interceptions per 90,Tackles per 90,Total Duels Won per 90,Save Percentage,Clean Sheets,Brand Sponsor/Brand Used
Argentina,2,Adidas,GK,23,2-Sep-92,Aston Villa,Emiliano Martinez,7,0,0,0,0,0,0.65,46.67%,43%,Adidas
Argentina,2,Adidas,GK,1,16-Oct-86,River,Franco Armani,0,-,-,-,-,-,-,-,-,Nike
Argentina,2,Adidas,GK,12,20-May-92,Villarreal,Geronimo Rulli,0,-,-,-,-,-,-,-,-,Adidas
Argentina,2,Adidas,DF,19,12-Feb-88,Benfica,Nicolas Otamendi,7,0,1,0.33,1.17,1.3,7.17,-,-,Nike
Argentina,2,Adidas,DF,8,28-Oct-91,Sevilla,Marcos Acuna,6,0,0,1.45,0.48,2.9,7.97,-,-,Nike
Argentina,2,Adidas,DF,3,31-Aug-92,Lyon,Nicolas Tagliafico,6,0,0,0.48,2.17,1.69,5.07,-,-,Nike
Argentina,2,Adidas,DF,6,27-Jun-91,Real Betis,German Pezzella,3,0,0,0,0,0,3.16,-,-,Nike
Argentina,2,Adidas,DF,26,6-Apr-98,Atletico Madrid,Nahuel Molina,7,1,1,0.32,0.47,1.42,1.58,-,-,Nike
Argentina,2,Adidas,DF,4,1-Jan-97,Sevilla,Gonzalo Montiel,4,0,0,0.77,0.77,2.31,5.39,-,-,NIke
Argentina,2,Adidas,DF,2,12-Jan-98,Villarreal,Juan Foyth,1,0,0,N.A,0,0,N.A,-,-,Adidas
Argentina,2,Adidas,DF,13,27-Apr-98,Tottenham,Cristian Romero,7,0,0,0.16,0.49,0.82,5.09,-,-,Nike
Argentina,2,Adidas,DF,25,18-Jan-98,Manchester United,Lisandro Martinez,5,0,0,0.3,0.9,1.5,4.19,-,-,Adidas
Argentina,2,Adidas,MF,5,29-Jun-94,Juventus,Leandro Paredes,5,0,0,0.4,1.21,4.02,9.24,-,-,Nike
Argentina,2,Adidas,MF,7,24-May-94,Atletico Madrid,Rodrigo De Paul,7,0,0,0.6,1.05,1.79,4.64,-,-,Adidas
Argentina,2,Adidas,MF,18,12-Apr-94,Real Betis,Guido Rodriguez,1,0,0,0,0,3.16,6.32,-,-,Adidas
Argentina,2,Adidas,MF,14,5-Oct-98,Bayer Leverkusen,Exequiel Palacios,3,0,0,0,3.83,1.91,7.66,-,-,Adidas
Argentina,2,Adidas,MF,20,24-Dec-98,Brighton,Alexis Mac Allister,6,1,1,0.97,0.49,1.46,5.85,-,-,Adidas
Argentina,2,Adidas,MF,24,17-Jan-01,Benfica,Enzo Fernandez,7,1,1,0.8,0.48,3.52,7.83,,-,Nike
Argentina,2,Adidas,MF,17,26-Apr-01,Atlanta United,Alejandro Gomez,2,0,0,0.83,0.83,1.65,8.26,-,-,Adidas
Argentina,2,Adidas,FW,10,24-Jun-87,PSG,Lionel Messi _Ÿêê,7,7,3,3.78,0,0.65,6.39,-,-,Adidas
Argentina,2,Adidas,FW,22,22-Aug-97,Inter,Lautaro Martinez,6,0,0,1.89,0.38,0,6.81,-,-,Nike
Argentina,2,Adidas,FW,21,15-Nov-93,Roma,Paulo Dybala,2,0,0,5.62,0,N.A,N.A,-,-,Adidas
Argentina,2,Adidas,FW,16,26-Apr-01,Inter,Thiago Almada,1,0,0,0,0,0,0,-,-,Adidas
Argentina,2,Adidas,FW,9,31-Jan-00,Manchester City,Julian Alvarez,7,4,0,0.58,0,0.77,1.93,,-,Adidas
Argentina,2,Adidas,FW,11,14-Feb-88,Juventus,Angel Di Maria,5,1,1,6.83,0.31,0.93,7.14,-,-,Adidas
Argentina,2,Adidas,FW,15,9-Mar-95,Atletico Madrid,Angel Correa,1,0,0,0,0,N.A,N.A,-,-,Nike
France,3,Nike,GK,1,26-Dec-86,Tottenham,Hugo Lloris,6,-,-,-,-,-,1.1,70.83%,17%,Nike
France,3,Nike,GK,23,27-Feb-93,West Ham United,Alphonse Areola,-,-,-,-,-,-,-,-,-,Nike
France,3,Nike,GK,16,28-Mar-85,Rennes,Steve Mandanda,1,-,-,-,-,-,0,66.67%,0%,Puma
France,3,Nike,DF,2,28-Mar-96,Bayern Munich,Benjamin Pavard,1,0,0,0,1.01,0,0,-,-,Adidas
France,3,Nike,DF,5,12-Nov-98,Barcelona,Jules Kounde,6,0,0,0.56,1.12,2.06,4.87,-,-,Adidas
France,3,Nike,DF,4,25-Apr-93,Man Utd,Raphael Varane,6,0,0,0.17,1.04,0.17,1.9,-,-,Puma
France,3,Nike,DF,3,11-Mar-98,PSG,Axel Disasi,3,0,0,2,2,4,14,-,-,Nike
France,3,Nike,DF,17,24-Mar-01,Arsenal,William Saliba,1,0,0,3.33,0,0,6.67,-,-,Nike
France,3,Nike,DF,22,6-Oct-94,AC Milan,Theo Hernandez,6,1,2,0.35,0.71,2.83,8.68,-,-,Nike
France,3,Nke,DF,21,14-Feb-96,Bayern Munich,Lucas Hernandez,1,0,0,0,0,6.92,6.92,-,-,NIke
France,3,Nike,DF,24,25-May-99,Liverpool,Ibrahima Konate,5,0,0,0,2.16,4.62,8.94,-,-,Nike 
France,3,Nike,DF,18,27-Oct-98,Bayern Munich,Dayot Upamecano,5,0,0,0,1.12,2.06,5.25,-,-,Nike
France,3,Nike,MF,14,3-Apr-95,Juventus,Adrien Rabiot,6,1,1,0.75,1.86,2.24,8.95,-,-,Nike
France,3,Nike,MF,8,27-Jan-00,Real Madrid,Aurelien TchouamÃ©ni,7,1,0,0.72,2.02,1.59,4.91,-,-,Nike
France,3,Nike,MF,19,10-Jan-99,Monaco,Youssouf Fofana,6,0,0,0.8,1.21,3.21,5.22,-,-,Adidas
France,3,Nike,MF,6,14-Apr-99,Marseille,Matteo Guendouzi,1,0,0,0,0,1.14,4.56,-,-,Adidas
France,3,Nike,MF,15,1-Mar-99,Marseille,Jordan Veretout,1,0,0,0,0,2.86,2.86,-,-,Adidas
France,3,Nike,MF,25,10-Nov-02,Real Madrid,Eduardo Camavinga,2,0,0,1.94,1.94,9.06,17.48,-,-,Nike
France,3,Nike,FW,20,13-Jun-96,Bayern Munich,Kingsley Coman,6,0,0,4.91,1.64,1.64,8.73,-,-,Puma
France,3,Nike,FW,10,20-Dec-98,PSG,Kylian Mbappe,7,8,2,7.24,0,0,5.12,-,-,Nike
France,3,Nike,FW,9,30-Sep-86,AC Milan,Olivier Giroud,6,4,0,0,0.21,0.21,9.12,-,-,Puma
France,3,Nike,FW,7,21-Mar-91,Atletico Madrid,Antoine Griezmann,7,0,3,1.51,1.34,2.34,6.19,-,-,Puma
France,3,Nike,FW,11,15-May-97,Barcelona,Ousmane Dembele,7,0,2,3.9,0.62,2.47,5.75,-,-,Nike
France,3,Nike,FW,12,5-Dec-98,Eintracht Frankfurt,Randal Kolo Muani,3,1,0,3.5,0.5,3.5,16.5,-,-,Nike
France,3,Nike,FW,26,6-Aug-97,Borussia Monchengladbach,Marcus Thuram,5,1,2,5.55,0,1.85,18.49,-,-,Nike
Croatia,7,Nike,GK,1,9-Jan-95,Dinamo Zagreb,Dominik Livakovic,7,-,-,-,-,-,0.26,78.12%,28%,Adidas
Croatia,7,Nike,GK,23,1-Feb-95,Osijek,Ivica Ivusic,-,-,-,-,-,-,-,-,-,Nike
Croatia,7,Nike,GK,12,18-Jan-96,Atletico Madrid,Ivo Grbic,-,-,-,-,-,-,-,-,-,Nike
Croatia,7,Nike,DF,21,29-Apr-89,AEK Athens,Domagoj Vida,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Croatia,7,Nike,DF,6,5-Jul-89,Zenit,Dejan Lovren,6,0,1,0,1.38,0.9,6.34,-,-,Puma
Croatia,7,Nike,DF,3,10-Nov-92,Rangers,Borna Barisic,1,0,0,0,0,0.75,11.25,-,-,Nike
Croatia,7,Nike,DF,22,16-Aug-95,Celtic,Josip Juranovic,6,0,1,0.3,0.3,1.8,3.15,-,-,Adidas
Croatia,7,Nike,DF,19,21-Jan-98,Stuttgart,Borna Sosa,5,0,0,0.85,0.42,2.96,5.5,-,-,Adidas
Croatia,7,Nike,DF,20,23-Jan-02,RB Leipzig,Josko Gvardiol,7,1,0,0.13,1.57,1.3,3,-,-,Adidas
Croatia,7,Nike,DF,2,2-Apr-00,Bayern Munich,Josip Stanisic,1,0,0,0,1,3,7,-,-,Adidas
Croatia,7,Nike,DF,5,24-Jan-98,Sassuolo,Martin Erlic,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Croatia,7,Nike,DF,24,28-Feb-00,Dinamo Zagreb,Josip Sutalo,1,0,0,0,0,0,0,-,-,Adidas
Croatia,7,Nike,MF,10,9-Sep-85,Real Madrid,Luka Modric,7,0,0,1.37,1.23,2.06,5.35,-,-,Nike
Croatia,7,Nike,MF,8,6-May-94,Chelsea,Mateo Kovacic,7,0,0,2.39,0.56,3.38,7.31,-,-,Nike
Croatia,7,Nike,MF,11,16-Nov-92,Inter,Marcelo Brozovic,6,0,0,0.97,0.65,2.11,6.01,-,-,Nike
Croatia,7,Nike,MF,15,9-Feb-95,Atalanta,Mario Pasalic,7,0,0,1.35,1.01,2.36,7.08,-,-,Adidas
Croatia,7,Nike,MF,13,4-Oct-97,Torino,Nikola Vlasic,6,0,0,2.18,0.44,0.44,6.11,-,-,Nike
Croatia,7,Nike,MF,7,17-Jan-98,Rennes,Lovro Majer,7,1,0,1.43,0.71,2.14,4.29,-,-,Nike
Croatia,7,Nike,MF,26,14-May-97,Eintracht Frankfurt,Kristijan Jakic,1,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Croatia,7,Nike,MF,25,8-Sep-02,Red Bull Salzburg,Luka Sucic,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Croatia,7,Nike,FW,4,2-Feb-89,Tottenham,Ivan Perisic,7,1,3,1.61,0.94,0.8,6.03,-,-,Nike
Croatia,7,Nike,FW,9,19-Jun-91,Hoffenheim,Andrej Kramaric,7,2,0,1.31,0,0.56,2.06,-,-,Adidas
Croatia,7,Nike,FW,16,16-Sep-97,Dinamo Zagreb,Bruno Petkovic,6,1,0,1.17,0,2.35,14.48,-,-,Nike
Croatia,7,Nike,FW,18,29-Dec-92,Dinamo Zagreb,Mislav Orsic,6,1,2,1.71,0,1.71,2.28,-,-,Nike
Croatia,7,Nike,FW,17,22-Jul-91,Osasuna,Ante Budimir,2,0,0,0,0,1.67,N.A,-,-,Puma
Croatia,7,Nike,FW,14,26-Aug-93,Hajduk Split,Marko Livaja,6,1,1,0.75,0.37,0.37,4.48,-,-,Adidas
Morocco ,11,Puma,GK,1,5-Apr-91,Sevilla,Yassine Bounou,6,-,-,-,-,-,0.64,58.33%,50%,Nike
Morocco ,11,Puma,GK,12,10-May-89,Al Wehda,Munir Mohamedi,1,-,-,-,-,-,-,100%,100%,Nike
Morocco ,11,Puma,GK,22,5-Apr-96,Wydad AC,Ahmed Reda Tagnaouti,0,-,-,-,-,-,-,0,0,Nike
Morocco ,11,Puma,DF,2,4-Nov-98,PSG,Achraf Hakimi,7,0,1,1.56,1.28,3.84,7.39,-,-,Adidas
Morocco ,11,Puma,DF,3,14-Nov-97,Bayern Munich,Noussair Mazraoui,5,0,0,0.98,0.24,3.42,4.4,-,-,Nike
Morocco ,11,Puma,DF,5,30-Mar-96,West Ham,Nayef Aguerd,4,0,0,0,0.76,1.02,3.56,-,-,Adidas
Morocco ,11,Puma,DF,6,26-Mar-90,Besiktas,Roman Saiss,6,0,0,0.19,0.58,0.77,3.47,-,-,Nike
Morocco ,11,Puma,DF,20,6-May-99,Brest,Achraf Dari,3,1,0,0,2.89,0.48,5.78,-,-,Nike
Morocco ,11,Puma,DF,25,2-Mar-95,Wydad AC,Yahia Attiyat Allah,6,0,1,0.29,0,1.15,2.01,-,-,Nike
Morocco ,11,Puma,DF,24,30-Sep-93,Qatar SC,Badr Benoun,3,0,0,0,1.76,0,0,-,-,Nike
Morocco ,11,Puma,DF,18,29-Feb-92,Valladolid,Jawad El Yamiq,6,0,0,0,1.46,1.17,5.26,-,-,Puma
Morocco ,11,Puma,MF,4,21-Aug-96,Fiorentina,Sofyan Amrabat,7,0,0,0.14,0.82,2.32,3.68,-,-,Adidas
Morocco ,11,Puma,MF,11,28-Nov-96,Sampdoria,Abdelhamid Sabiri,5,1,0,1.5,2.5,1.5,4,-,-,Nike
Morocco ,11,Puma,MF,15,15-Nov-96,Standard Liege,Selim Amallah,7,0,0,0.66,1.76,2.85,6.37,-,-,Nike
Morocco ,11,Puma,MF,8,19-Apr-00,Angers,Azzedine Ounahi,7,0,0,1.89,0.95,1.26,5.21,-,-,Adidas
Morocco ,11,Puma,MF,23,10-May-04,Genk,Bilal El Khannous,1,0,0,0,0,0,1.61,-,-,Adidas
Morocco ,11,Puma,MF,26,18-Jun-91,Wydad AC,Yahya Jabrane,2,0,0,0,0,0,0,-,-,Adidas
Morocco ,11,Puma,FW,7,19-Mar-93,Chelsea,Hakim Ziyech,7,1,1,3.67,1.27,1.41,4.65,-,-,Nike
Morocco ,11,Puma,FW,17,17-Sep-93,Angers,Sofiane Boufal,7,0,0,4.11,0.37,1.87,8.03,-,-,Nike
Morocco ,11,Puma,FW,14,18-Feb-00,Toulouse,Zakaria Aboukhlal,4,1,0,1.23,1.23,0,4.94,-,-,Adidas
Morocco ,11,Puma,FW,10,7-Nov-00,Burnley,Anass Zaroury,1,0,0,N.A,N.A,N.A,N.A,-,-,Puma
Morocco ,11,Puma,FW,16,17-Dec-01, Osasuna,Abde Ezzalzouli,3,0,0,N.A,N.A,N.A,N.A,-,-,Adidas
Morocco ,11,Puma,FW,13,30-Oct-97,QPR,Ilias Chair,1,0,0,2.05,0,2.05,2.05,-,-,Nike
Morocco ,11,Puma,FW,19,1-Jun-97,Sevilla,Youssef En-Nesyri,7,2,0,1.15,0.16,0.66,8.23,-,-,Adidas
Morocco ,11,Puma,FW,21,22-Jan-98,Bari,Walid Cheddira,2,0,0,1.43,0,1.43,7.15,-,-,Lotto
Morocco ,11,Puma,FW,9,17-Dec-90,Al-Ittihad,Abderrazak Hamdallah,4,0,0,4.22,0,1.41,N.A,-,-,Nike
Netherlands ,6,Nike,GK,13,22-Jan-98,Feyenoord,Justin Bijlow,0,-,-,-,-,-,-,-,-,Adidas
Netherlands ,6,Nike,GK,1,8-Nov-83,Ajax,Remko Pasveer,0,-,-,-,-,-,-,-,-,Adidas
Netherlands ,6,Nike,GK,23,7-Apr-94,Heerenveen,Andries Noppert,5,-,-,-,-,-,-,81.82%,40%,Nike
Netherlands ,6,Nike,DF,17,9-Mar-90,Ajax,Daley Blind,5,1,1,0.42,1.06,2.76,4.88,-,-,Adidas
Netherlands ,6,Nike,DF,6,5-Feb-92,Inter,Stefan de Vrij,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Netherlands ,6,Nike,DF,4,8-Jul-91,Liverpool,Virgil van Dijk,5,0,0,0,0.75,0.38,9,-,-,Nike
Netherlands ,6,Nike,DF,3,12-Aug-99,Bayern Munich,Matthijs de Ligt,2,0,0,0,0,0,9,-,-,Nike
Netherlands ,6,Nike,DF,22,18-Apr-96,Inter,Denzel Dumfries,5,1,2,1.12,1.31,1.5,6.19,-,-,Adidas
Netherlands ,6,Nike,DF,5,18-Feb-95,Manchester City,Nathan Ake,5,0,0,0,1.5,1.12,6,-,-,Nike
Netherlands ,6,Nike,DF,2,17-Jun-01,Ajax,Jurrien Timber,4,0,0,N.A,N.A,N.A,N.A,-,-,Nike
Netherlands ,6,Nike,DF,16,17-Jun-99,Manchester United,Tyrell Malacia,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Netherlands ,6,Nike,DF,26,10-Dec-00,Bayer Leverkusen,Jeremie Frimpong,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Netherlands ,6,Nike,MF,21,12-May-97,Barcelona,Frenkie de Jong,5,1,1,1.13,1.13,2.65,7.18,-,-,Nike
Netherlands ,6,Nike,MF,11,19-Dec-91,Ajax,Steven Berghuis,4,0,1,1.82,0,0.91,2.27,-,-,Nike
Netherlands ,6,Nike,MF,15,29-Mar-91,Atalanta,Maarten de Roon,5,0,0,0,0.98,3.42,7.34,-,-,Adidas
Netherlands ,6,Nike,MF,20,28-Feb-98,Atalanta,Teun Koopmeiners,5,0,1,0.41,1.24,4.15,9.12,-,-,Adidas
Netherlands ,6,Nike,MF,24,16-May-02,Ajax,Kenneth Taylor,1,0,0,0,0,0,0,-,-,Adidas
Netherlands ,6,Nike,MF,25,21-Apr-03,PSV,Xavi Simons,1,0,0,0,12.86,0,N.A,-,-,Nike
Netherlands ,6,Nike,MF,14,21-Feb-93,Ajax,Davy Klaassen,4,1,2,0.47,0.47,1.41,3.75,-,-,Nike
Netherlands ,6,Nike,FW,10,13-Feb-94,Barcelona,Memphis Depay,2,1,0,3.88,0,1.55,6.21,-,-,Puma
Netherlands ,6,Nike,FW,9,27-Aug-90,PSV,Luuk de Jong,1,0,0,0,0,3.21,14.46,-,-,Adidas
Netherlands ,6,Nike,FW,7,8-Oct-97,Ajax,Steven Bergwijn,4,0,0,0.84,0,0.42,2.09,-,-,Adidas
Netherlands ,6,Nike,FW,18,15-Jun-94,Antwerp,Vincent Janssen,2,0,0,0,0,2.09,6.28,-,-,Nike
Netherlands ,6,Nike,FW,19,7-Aug-92,Besiktas,Wout Weghorst,4,2,0,0,0,0,4.43,-,-,Adidas
Netherlands ,6,Nike,FW,8,7-May-99,PSV,Cody Gakpo,5,3,0,1.78,0.59,1.59,5.35,-,-,Puma
Netherlands ,6,Nike,FW,12,17-Jun-99,Club Brugge,Noa Lang,1,0,0,0,12.86,0,0,-,-,Adidas
England,5,Nike,GK,1,7-Mar-94,Everton,Jordan Pickford,5,-,-,-,-,-,-,63.64%,60%,Puma
England,5,Nike,GK,13,19-Apr-92,Newcastle United,Nick Pope,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
England,5,Nike,GK,23,14-May-98,Arsenal,Aaron Ramsdale,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
England,5,Nike,DF,18,7-Oct-98,Liverpool,Trent Alexander-Arnold,1,0,0,0,0,0,0,-,-,Under Armour
England,5,Nike,DF,16,25-Feb-93,Everton,Conor Coady,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
England,5,Nike,DF,15,15-Jan-94,Tottenham,Eric Dier,2,0,0,0,0,2.65,7.94,-,-,Nike
England,5,Nike,DF,6,5-Mar-93,Manchester United,Harry Maguire,5,0,1,0.42,0.84,1.47,8.16,-,-,Puma
England,5,Nike,DF,3,12-Jul-95,Manchester United,Luke Shaw,5,0,1,0.42,1.06,0.64,3.18,-,-,Adidas
England,5,Nike,DF,5,28-May-94,Manchester City,John Stones,5,0,0,0.21,0.21,0.41,3.3,-,-,Nike
England,5,Nike,DF,12,19-Sep-90,Newcastle United,Kieran Trippier,3,0,0,0.88,0.44,2.63,6.59,-,-,Adidas
England,5,Nike,DF,2,28-May-90,Manchester City,Kyle Walker,3,0,0,0.76,0.76,1.14,6.08,-,-,Puma
England,5,Nike,MF,22,29-Jun-03,Borussia Dortmund,Jude Bellingham,5,1,1,3.04,1.3,3.26,8.26,-,-,Adidas
England,5,Nike,MF,26,6-Feb-00,Chelsea,Conor Gallagher,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
England,5,Nike,MF,8,17-Jun-90,Liverpool,Jordan Henderson,4,1,0,0,0.33,1.32,3.96,-,-,Nike
England,5,Nike,MF,19,10-Jan-99,Chelsea,Mason Mount,4,0,0,1.45,0,0.97,6.29,-,-,Nike
England,5,Nike,MF,14,2-Dec-95,Manchester City,Kalvin Phillips,2,0,1,0,0,0,0,-,-,Adidas
England,5,Nike,MF,4,14-Jan-99,West Ham United,Declan Rice,5,0,0,0.43,2.37,1.29,3.02,-,-,Adidas
England,5,Nike,MF,20,28-May-00,Manchester City,Phil Foden,4,1,2,1.39,0.35,0.35,4.86,-,-,Nike
England,5,Nike,MF,7,10-Sep-95,Manchester City,Jack Grealish,5,1,0,5.49,3.29,3.29,17.56,-,-,Nike
England,5,Nike,FW,9,28-Jul-93,Tottenham,Harry Kane,5,2,3,1.57,0,0.45,6.94,-,-,Nike
England,5,Nike,FW,25,13-Nov-96,Leicester City,James Maddison,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
England,5,Nike,FW,11,31-Oct-97,Manchester United,Marcus Rashford,5,3,0,5.26,0.66,0.66,4.6,-,-,Nike
England,5,Nike,FW,17,5-Sep-01,Arsenal,Bukayo Saka,4,3,0,2.47,0.62,2.16,5.24,-,-,New Balance
England,5,Nike,FW,10,8-Dec-94,Chelsea,Raheem Sterling,3,1,1,1.81,0.6,0.6,4.22,-,-,New Balance
England,5,Nike,FW,24,27-Feb-92,Newcastle United,Callum Wilson,2,0,1,0,0,0,0,-,-,Nike
Brazil,1,Nike,GK,1,2-Oct-92,Liverpool,Alisson,4,-,-,-,-,-,-,71.43%,50%,Nike
Brazil,1,Nike,GK,23,17-Aug-93,Manchester City,Ederson,1,-,-,-,-,-,-,66.67%,0%,Puma
Brazil,1,Nike,GK,12,13-Dec-87,Palmeiras,Weverton,1,-,-,-,-,-,-,0%,0%,Puma
Brazil,1,Nike,DF,13,6-May-83,UNAM,Dani Alves,2,0,0,0.77,1.54,3.85,7.69,-,-,Adidas
Brazil,1,Nike,DF,3,22-Sep-84,Chelsea,Thiago Silva,4,0,1,0,1.15,0.69,4.15,-,-,Puma
Brazil,1,Nike,DF,4,14-May-94,PSG,Marquinhos,5,0,0,0.21,0.42,1.06,3.39,-,-,Nike
Brazil,1,Nike,DF,2,15-Jul-91,Juventus,Danilo,3,0,0,0,0.96,1.6,4.47,-,-,Nike
