Nationality ,FIFA Ranking ,National Team Kit Sponsor,Position,National Team Jersey Number,Player DOB,Club ,Player Name , Appearances,Goals Scored ,Assists Provided ,Dribbles per 90,Interceptions per 90,Tackles per 90,Total Duels Won per 90,Save Percentage,Clean Sheets,Brand Sponsor/Brand Used
Costa Rica,32,New Balance,MF,13,28-Aug-97,Herediano,Gerson Torres,1,0,0,0,0,0,11.08,-,-,Nike
Costa Rica,32,New Balance,MF,9,15-Jun-04,Sunderland,Jewison Bennette,3,0,0,3.53,0,0,2.65,-,-,Nike
Costa Rica,32,New Balance,MF,2,11-Apr-01,Colorado Rapids,Daniel Chacon,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Costa Rica,32,New Balance,MF,14,17-Jun-96,Saprissa,Youstin Salas,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Costa Rica,32,New Balance,MF,24,1-May-02,Municipal Grecia,Roan Wilson,1,0,0,0,0,0,0,-,-,Adidas
Costa Rica,32,New Balance,MF,20,28-Jun-03,Nottingham Forest,Brandon Aguilera,3,0,0,N.A,N.A,N.A,N.A,-,-,Nike
Costa Rica,32,New Balance,MF,21,21-Sep-98,Herediano,Douglas Lopez,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Costa Rica,32,New Balance,MF,25,11-Oct-01,Puntarenas,Anthony Hernandez,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Costa Rica,32,New Balance,MF,26,9-Mar-02,Saprissa,Alvaro Zamora,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Costa Rica,32,New Balance,FW,12,26-Jun-92,Leon,Joel Campbell,3,0,0,3,0,3,12,-,-,Pima
Costa Rica,32,New Balance,FW,11,27-Nov-88,Alajuelense,Johan Venegas,1,0,0,1.22,0,0,1.22,-,-,Nike
Costa Rica,32,New Balance,FW,7,29-Jan-00,Herediano,Anthony Contreras,3,0,0,0,0.71,3.57,11.43,-,-,Nike
Belgium,4,Adidas,GK,1,11-May-92,Real Madrid,Thibaut Courtois,3,-,-,-,-,-,-,81.82%,67%,Nike
Belgium,4,Adidas,GK,12,6-Mar-88,Club Brugge,Simon Mignolet,0,-,-,-,-,-,-,-,-,Nike
Belgium,4,Adidas,GK,13,25-Jun-92,Wolfsburg,Koen Casteels,0,-,-,-,-,-,-,-,-,Nike
Belgium,4,Adidas,DF,2,2-Mar-89,Antwerp,Toby Alderweireld,3,0,1,0,0,1.33,2,-,-,Nike
Belgium,4,Adidas,DF,3,25-May-00,Rennes,Arthur Theate,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Belgium,4,Adidas,DF,26,24-Oct-03,Anderlecht,Zeno Debast,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Belgium,4,Adidas,DF,5,24-Apr-87,Anderlecht,Jan Vertonghen,3,0,0,0,1.67,0,9.34,-,-,Nike
Belgium,4,Adidas,DF,4,3-Apr-98,Leicester City,Wout Faes,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Belgium,4,Adidas,DF,21,5-Dec-95,Leicester,Timothy Castagne,3,0,0,0.33,0.67,2,4.33,-,-,Adidas
Belgium,4,Adidas,DF,15,12-Sep-91,Borussia Dortmund,Thomas Meunier,3,0,0,0.85,0.85,2.55,5.1,-,-,Adidas
Belgium,4,Adidas,MF,16,29-Mar-93,Borussia Dortmund,Thorgan Hazard,2,0,0,1.7,0,2.55,4.25,-,-,Nike
Belgium,4,Adidas,MF,7,28-Jun-91,Manchester City,Kevin De Bruyne,3,0,0,1.67,0,0.33,4.33,-,-,Nike
Belgium,4,Adidas,MF,11,4-Sep-93,Atletico Madrid,Yannick Carrasco,2,0,0,2.29,0.76,3.81,6.1,-,-,Nike
Belgium,4,Adidas,MF,19,15-Apr-95,Aston Villa,Leander Dendoncker,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Belgium,4,Adidas,MF,8,7-May-97,Leicester City,Youri Tielemans,3,0,0,0,1.91,2.87,7.65,-,-,Nike
Belgium,4,Adidas,MF,20,24-Aug-92,Club Brugge,Hans Vanaken,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Belgium,4,Adidas,MF,6,12-Jan-89,Atletico Madrid,Axel Witsel,3,0,0,0,1.33,1.33,5.66,-,-,Puma
Belgium,4,Adidas,MF,22,10-Mar-01,AC Milan,Charles De Ketelaere,1,0,0,N.A,N.A,N.A,N.A,-,-,Adidas
Belgium,4,Adidas,FW,25,27-May-02,Rennes,Jeremy Doku,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Belgium,4,Adidas,FW,10,7-Jan-91,Real Madrid,Eden Hazard,2,0,0,5.04,0.72,0,9.36,-,-,Nike
Belgium,4,Adidas,FW,14,6-May-87,Galatasaray,Dries Mertens,2,0,0,1.18,0,2.37,3.55,-,-,Nike
Belgium,4,Adidas,FW,17,4-Dec-94,Brighton,Leandro Trossard,3,0,0,3.53,0,0,1.76,-,-,Adidas
Belgium,4,Adidas,FW,23,2-Oct-93,Fenerbahce,Michy Batshuayi,2,1,0,1.76,0,0.59,3.04,-,-,Adidas
Belgium,4,Adidas,FW,24,16-Feb-00,Lens,Lois Openda,1,0,0,1,0,7.5,N.A,-,-,Adidas
Belgium,4,Adidas,FW,9,13-May-93,Inter,Romelu Lukaku,2,0,0,1.7,0,0,5.1,-,-,Nike
Cameroon,33,One All Sports,GK,23,2-Apr-96,Inter,Andre Onana,1,-,-,-,-,-,-,66.67%,0%,Adidas
Cameroon,33,One All Sports,GK,16,2-Feb-93,Abha,Davis Epassy,2,-,-,-,-,-,-,75%,50%,Lotto
Cameroon,33,One All Sports,GK,1,12-Apr-93,Marseille,Simon Ngapandouetnbu,0,-,-,-,-,-,-,-,-,Puma
Cameroon,33,One All Sports,DF,24,11-Mar-99,Udinese,Enzo Ebosse,1,0,0,0,0,4,N.A,-,-,Adidas
Cameroon,33,One All Sports,DF,19,13-Aug-92,Al-Tai,Collins Fai,3,0,0,0.33,1.33,1,3.1,-,-,Nike
Cameroon,33,One All Sports,DF,17,15-Aug-97,Philadelphia Union,Olivier Mbaizo,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Cameroon,33,One All Sports,DF,21,26-Jan-95,Nantes,Jean Charles Castelletto,2,1,1,0,3,1.5,6,-,-,
Cameroon,33,One All Sports,DF,25,23-Jun-97,Seattle Sounders,Nouhou Tolo,3,0,0,1.67,2,3,6.33,-,-,Adidas
Cameroon,33,One All Sports,DF,4,18-Sep-01,Rennes,Christopher Wooh,1,0,0,0,1,2,2,-,-,Puma
Cameroon,33,One All Sports,MF,22,9-Feb-96,Swansea City,Olivier Ntcham,1,0,0,1,0,0,4.09,-,-,Nike
Cameroon,33,One All Sports,MF,5,4-Nov-95,Hannover,Gael Ondoua,2,0,0,0,4,4,10,-,-,Puma
Cameroon,33,One All Sports,MF,15,26-Jul-95,Olympiacos,Pierre Kunde,2,0,0,0,2.67,2.67,4.67,-,-,Nike
Cameroon,33,One All Sports,MF,14,14-Dec-97,Mechelen,Samuel Gouet,2,0,0,0,0,0.91,3.64,-,-,Puma
Cameroon,33,One All Sports,MF,8,16-Nov-95,Napoli,Andre-Frank Zambo Anguissa,3,0,0,1.38,1.72,1.38,6.55,-,-,Adidas
Cameroon,33,One All Sports,MF,2,30-Sep-98,San Diego Loyal SC,Jerome Ngom,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Cameroon,33,One All Sports,FW,6,9-Jul-94,Dynamo Moscow,Moumi Ngamaleu,2,0,0,2.84,0,2.84,9.47,-,-,Nike
Cameroon,33,One All Sports,FW,11,18-Oct-95,Shanghai Shenhua,Christian Bassogog,1,0,0,4,3.91,0,N.A,-,-,Nike
Cameroon,33,One All Sports,FW,20,7-Aug-95,Brentford,Bryan Mbeumo,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Cameroon,33,One All Sports,FW,7,13-Feb-95,Besiktas,Georges-Kevin Nkoudou,2,0,0,1,0,0,3.6,-,-,Nike
Cameroon,33,One All Sports,FW,9,1-May-93,Young Boys,Jean-Pierre Nsame,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Cameroon,33,One All Sports,FW,10,22-Jan-92,Al-Nassr,Vincent Aboubakar,3,2,1,3.83,0,0,6.39,-,-,Nike
Cameroon,33,One All Sports,FW,12,14-Sep-92,Lyon,Karl Toko Ekambi,3,0,0,2.16,0.54,0.54,3.77,-,-,Nike
Cameroon,33,One All Sports,FW,13,23-Mar-89,Bayern Munich,Eric Maxim Choupo-Moting,3,1,0,2.48,0.35,1.42,10.63,-,-,Puma
Cameroon,33,One All Sports,FW,26,3-Dec-00,Coton Sport de Garoua,Souaibou Marou,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Serbia,29,Puma,GK,1,24-Jan-92,Sevilla,Marko Dmitrovic,0,-,-,-,-,-,-,-,-,Nike
Serbia,29,Puma,GK,23,20-Feb-97,Torino,Vanja Milinkovic-Savic,3,,,,,,,65.22%,0%,Nike
Serbia,29,Puma,DF,13,22-May-90,Getafe,Stefan Mitrovic,0,-,-,-,-,-,-,-,-,Nike
Serbia,29,Puma,DF,25,15-Aug-91,Legia Warsaw,Filip Mladenovic,1,0,0,2.73,0,0,2.72,-,-,Adidas
Serbia,29,Puma,DF,2,24-May-01,Salzburg,Strahinja Pavlovic,3,1,0,0.38,0.38,3.05,14.11,-,-,Puma
Serbia,29,Puma,DF,5,26-Sep-95,Werder Bremen,Milos Veljkovic,3,0,0,0,0,1.21,2.83,-,-,Nike
Serbia,29,Puma,DF,3,22-Jan-01,Red Star Belgrade,Strahinja Erakovic,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Serbia,29,Puma,DF,16,22-Apr-96,Almeria,Srdan Babic,1,0,0,0,0,7.5,7.5,-,-,Nike
Serbia,29,Puma,DF,4,12-Oct-97,Fiorentina,Nikola Milenkovic,3,0,0,0,1.67,3.33,8,-,-,Puma
Serbia,29,Puma,MF,8,16-Nov-91,Sevilla,Nemanja Gudelj,2,0,0,0,0.98,1.96,3.91,-,-,Nike
Serbia,29,Puma,MF,17,1-Nov-92,Juventus,Filip Kostic,2,0,0,1,0,3,3.5,-,-,Nike
Serbia,29,Puma,MF,6,26-Jan-95,Getafe,Nemanja Maksimovic,3,0,0,0,2.27,2.27,3.03,-,-,Puma
Serbia,29,Puma,MF,20,27-Feb-95,Lazio,Sergej Milinkovic-Savic,3,1,0,1.91,0.76,1.91,6.86,-,-,Nike
Serbia,29,Puma,MF,16,13-Aug-96,Torino,Sasa Lukic,3,0,0,0.37,0.37,0.73,2.3,-,-,Nike
Serbia,29,Puma,MF,14,11-Jul-96,PAOK,Andrija Zivkovic,3,0,2,0.42,1.27,2.11,5.5,-,-,Adidas
Serbia,29,Puma,MF,19,17-Mar-98,Braga,Uros Racic,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Serbia,29,Puma,MF,24,17-Mar-01,Verona,Ivan Ilic,1,0,0,0,2.73,0,5.46,-,-,Nike
Serbia,29,Puma,MF,22,15-Sep-90,Verona,Darko Lazovic,1,0,0,0,0,0,3.75,-,-,Adidas
Serbia,29,Puma,MF,26,13-Apr-96,Porto,Marko Grujic,1,0,0,1,0,7.5,N.A,-,-,Nike
Serbia,29,Puma,FW,9,16-Sep-94,Fulham,Aleksandr Mitrovic,3,2,0,0.34,0,0.34,4.45,-,-,Puma
Serbia,29,Puma,FW,18,28-Jan-00,Juventus,Dusan Vlahovic,2,1,0,1.14,0,1.14,7.98,-,-,Nike
Serbia,29,Puma,FW,7,15-Feb-96,Torino,Nemanja Radonjic,3,0,0,3.16,0,0,3.16,-,-,Nike
Serbia,29,Puma,FW,21,30-Jan-92,Sampdoria,Filip Duricic,2,0,0,0,0,0,N.A,-,-,Adidas
Serbia,29,Puma,FW,10,20-Nov-88,Ajax,Dusan Tadic,3,0,2,2.09,0.35,1.4,3.84,-,-,Nike
Ghana,58,Puma,GK,16,8-Feb-99,Eupen,Manaf Nurudeen,0,-,-,-,-,-,-,-,-,Nike
Ghana,58,Puma,GK,12,2-Dec-02,Asante Kotoko,Danlad Ibrahim,0,-,-,-,-,-,-,-,-,Nike
Ghana,58,Puma,GK,1,29-Nov-96,St. Gellen,Lawrence Ati Zigi,3,-,-,-,-,-,-,58.82%,0%,Adidas
Ghana,58,Puma,DF,3,27-May-88,Club Brugge,Denis Odoi,1,0,0,0.58,0,7.5,7.5,-,-,Lotto
Ghana,58,Puma,DF,2,30-Sep-00,Brighton,Tariq Lamptey,2,0,0,1.76,0.88,3.53,5.29,-,-,Adidas
Ghana,58,Puma,DF,26,4-Jun-00,Clermont,Alidu Seidu,2,0,0,2.31,0,3.46,9.81,-,-,Puma
Ghana,58,Puma,DF,18,21-Dec-94,Leicester City,Daniel Amartey,3,0,0,0.33,1,2,6,-,-,Adidas
Ghana,58,Puma,DF,15,29-Sep-95,Celta Vigo,Joseph Aidoo,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Ghana,58,Puma,DF,23,9-Aug-94,Strasbourg,Alexander Djiku,2,0,0,0,0.93,0.93,6.5,-,-,Nike
Ghana,58,Puma,DF,4,17-Apr-99,Southampton,Mohammed Salisu,3,1,0,0,1,0.67,6.34,-,-,Nike
Ghana,58,Puma,DF,17,2-Jul-94,Reading,Abdul-Rahman Baba,3,0,0,1.98,0.49,2.47,6.93,-,-,New Balance
Ghana,58,Puma,DF,14,18-Jul-98,Auxerre,Gideon Mensah,1,0,0,0,2.05,1.02,9.2,-,-,Adidas
Ghana,58,Puma,MF,10,17-Dec-89,Al-Sadd,Andre Ayew,3,1,0,0.45,0,1.79,7.61,-,-,Nike
Ghana,58,Puma,MF,5,13-Jun-93,Arsenal,Thomas Partey,3,0,0,0.67,0,3,8.33,-,-,Adidas
Ghana,58,Puma,MF,6,7-Nov-97,Gent,Elisha Owusu,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Ghana,58,Puma,MF,21,26-Mar-00,Lens,Salis Abdul Samed,3,0,0,1.07,1.43,0.71,2.5,-,-,Adidas
Ghana,58,Puma,MF,20,2-Aug-00,Ajax,Mohammed Kudus,3,2,0,4.34,0.36,1.81,6.51,-,-,Puma
Ghana,58,Puma,MF,8,9-Mar-96,SC Freiburg,Daniel Kofi Kyereh,3,0,0,2,0,6,N.A,-,-,Nike
Ghana,58,Puma,FW,13,26-Jun-01,Hearts of Oak,Daniel Barnieh Afriyie,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Ghana,58,Puma,FW,24,9-Jan-00,Club Brugge,Kamal Sowah,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Ghana,58,Puma,FW,7,8-Mar-04,Sporting CP,Issahaku Abdul Fatawu,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Ghana,58,Puma,FW,11,13-Dec-98,Red Star Belgrade,Osman Bukari,2,1,0,2,0,1.55,3.1,-,-,Nike
Ghana,58,Puma,FW,19,15-Jun-94,Athletic Club,Inaki Williams,3,0,1,36,0,1.07,3.57,-,-,Nike
Ghana,58,Puma,FW,25,7-Jan-00,Bristol City,Antoine Semenyo,2,0,0,0,0,0,10,-,-,Adidas
Ghana,58,Puma,FW,9,11-Sep-91,Crystal Palace,Jordan Ayew,3,0,1,2.63,0.66,1.97,5.91,-,-,Puma
Ghana,58,Puma,FW,22,15-Feb-02,Rennes,Kamaldeen Sulemana,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Uruguay,16,Puma,GK,1,16-Jun-86,Galatasaray,Fernando Muslera,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Puma
Uruguay,16,Puma,GK,23,23-Mar-93,Nacional,Sergio Rochet,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Nike
Uruguay,16,Puma,GK,12,19-Aug-86,Independiente,Sebastian Sosa,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Nike
Uruguay,16,Puma,DF,4,7-Mar-99,Barcelona,Ronald Araujo,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Uruguay,16,Puma,DF,22,7-Apr-87,La Galaxy,Martin Caceres,1,0,0,1,0,0,3,-,-,Nike
Uruguay,16,Puma,DF,19,7-Oct-90,Sporting CP,Sebastian Coates,2,0,0,0,0.5,0.5,7.5,-,-,Nike
Uruguay,16,Puma,DF,2,20-Jan-95,Atletico Madrid,Jose Maria Gimenez,3,0,0,0,2.33,1.33,7,-,-,Nike
Uruguay,16,Puma,DF,3,16-Feb-86,Velez Sarsfield,Diego Godin,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Uruguay,16,Puma,DF,16,31-Oct-97,Napoli,Mathias Olivera,3,0,0,0.71,0.71,3.18,8.47,-,-,Nike
Uruguay,16,Puma,DF,26,14-Mar-97,Nacional,Jose Luis Rodriguez,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Uruguay,16,Puma,DF,17,9-Nov-97,Roma,Matias Vina,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Uruguay,16,Puma,DF,13,24-Mar-93,Flamengo,Guillermo Varela,3,0,0,0.99,1.48,1.98,6.92,-,-,Nike
Uruguay,16,Puma,MF,5,24-Aug-91,Lazio,Matias Vecino,3,0,0,0,1.37,1.83,4.57,-,-,Nike
Uruguay,16,Puma,MF,7,1-Jun-97,River Plate,NicolÃ¡s de la Cruz,2,0,0,0.5,0,0,5.14,-,-,Nike
Uruguay,16,Puma,MF,6,25-Jun-97,Tottenham Hotspur,Rodrigo Bentancur,3,0,0,2.1,2.94,3.79,11.35,-,-,Adidas
Uruguay,16,Puma,MF,15,22-Jul-98,Real Madrid,Federico Valverde,3,0,0,1,1.67,1.67,3.33,-,-,Nike
Uruguay,16,Puma,MF,10,1-Jun-94,Flamengo,Giorgian de Arrascaeta,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Uruguay,16,Puma,MF,14,11-Feb-96,Galatasaray,Lucas Torreira,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Uruguay,16,Puma,MF,20,13-Apr-00,Orlando City ,Facundo Torres,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Uruguay,16,Puma,MF,25,11-Apr-01,Sporting CP,Manuel Ugarte,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Uruguay,16,Puma,FW,9,24-Jan-87,Nacional,Luis Suarez,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Puma
Uruguay,16,Puma,FW,21,14-Feb-87,Valencia,Edinson Cavani,3,0,0,0,0,0,1.48,-,-,Nike
Uruguay,16,Puma,FW,18,14-Aug-96,Trabzonspor,Maxi Gomez,2,0,0,0,0,0,N.A,-,-,Adidas
Uruguay,16,Puma,FW,11,24-Jun-99,Liverpool,Darwin Nunez,3,0,0,0.74,0,1.12,5.95,-,-,Nike
Uruguay,16,Puma,FW,8,20-Dec-01,Manchester United,Facundo Pellistri,3,0,0,2.97,0,0.99,1.98,-,-,Nike
Uruguay,16,Puma,FW,24,1-Oct-98,Athletico Paranaense,Agustin Canobbio,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Canada,53,Nike,GK,16,21-Feb-97,CF Montreal ,James Paternis,0,-,-,-,-,-,-,-,-,Adidas
Canada,53,Nike,GK,18,23-Oct-87,Red Star Belgrade,Milan Borjan,3,-,-,-,-,-,-,53.33%,0%,Nike
Canada,53,Nike,GK,1,9-May-97,Minnesota United,Dayne St Clair,0,-,-,-,-,-,-,-,-,Adidas
Canada,53,Nike,DF,2,8-Oct-98,Celtic,Alistair Johnson,3,0,0,0.33,0.67,1.33,4.67,-,-,Adidas
Canada,53,Nike,DF,3,16-Jan-95,Hatayspor,Sam Adekugbe,3,0,0,0.95,0.95,0,4.73,-,-,Adidas
Canada,53,Nike,DF,4,16-May-97,Montreal Impact,Kamal Miller,3,0,0,0.67,1,2,7.33,-,-,Nike
Canada,53,Nike,DF,5,11-Jan-87,GD Chaves,Steven VitÃ_ria,3,0,0,0,0,1.33,5.66,-,-,Nike
Canada,53,Nike,DF,22,7-Jan-95,Toronto,Richie Laryea,3,0,0,2,0,1.68,3.91,-,-,Nike
Canada,53,Nike,DF,25,25-Nov-97,Panaitolikos,Derek Cornelius,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Canada,53,Nike,DF,26,24-Jan-96,Montreal Impact,Joel Waterman,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Canada,53,Nike,MF,6,12-Nov-94,Montreal Impact,Samuel Piette,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Canada,53,Nike,MF,7,21-Dec-96,Porto,Stephen Eustaquio,2,0,0,0.71,1.42,2.83,5.67,-,-,Nike
Canada,53,Nike,MF,13,8-Feb-83,Besiktas,Atiba Hutchinson,3,0,0,0.56,0.56,2.25,9.56,-,-,Nike
Canada,53,Nike,MF,14,4-Dec-94,Toronto,Mark-Anthony Kaye,1,0,0,0,0,3,4.5,-,-,Adidas
Canada,53,Nike,MF,21,12-Jun-92,Toronto,Jonathan Osorio,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike
Canada,53,Nike,MF,24,16-Jan-90,St. Johnstone,David Wotherspoon,1,0,0,1,0,0,N.A,-,-,Nike
Canada,53,Nike,MF,8,13-Feb-98,KMSK Deinze,Liam Fraser,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Adidas
Canada,53,Nike,MF,15,6-Jun-02,Watford,Ismael Kone,3,0,0,0,0,0,0.86,-,-,Nike
Canada,53,Nike,FW,9,28-Dec-92,Vancouver Whitecaps,Lucas Cavallini,1,0,0,0,0,0,0,-,-,Nike
Canada,53,Nike,FW,10,5-Jun-90,Reading,Junior Hoilett,3,0,0,1.33,0.56,4.44,8.33,-,-,Nike
Canada,53,Nike,FW,11,8-Feb-99,Club Brugge,Tajon Buchanan,3,0,1,6.21,1.03,0.34,5.17,-,-,Adidas
Canada,53,Nike,FW,17,17-Apr-95,Club Brugge,Cyle Larin,3,0,0,1.33,0,0,1.95,-,-,Nike
Canada,53,Nike,FW,19,2-Nov-00,Bayern Munich,Alphonso Davies,3,1,0,6,1,0.67,6.67,-,-,Nike
Canada,53,Nike,FW,20,14-Jan-00,Lille,Jonathan David,3,0,0,1.41,0,0.47,1.88,-,-,Adidas
Canada,53,Nike,FW,23,27-Sep-99,Basel,Liam Millar,1,0,0,0,0,0,0,-,-,Adidas
Canada,53,Nike,FW,12,21-Sep-98,Troyes,Ike Ugbo,N.A,N.A,N.A,N.A,N.A,N.A,N.A,-,-,Nike